stock_id,stock_name,shares,weight,amount,is_new,amount_change,shares_change,weight_change
2330,台積電,11657000.0,10.28,25703685000.0,False,-407995000.0,0.0,0.08
2383,台光電,4723000.0,8.57,21418805000.0,False,-47230000.0,0.0,0.19
2345,智邦,6231000.0,5.96,14892090000.0,False,-654255000.0,0.0,-0.11
2454,聯發科,4263000.0,5.38,13449765000.0,False,-1044435000.0,0.0,-0.28
2308,台達電,6572000.0,5.04,12585380000.0,False,-690060000.0,0.0,-0.14
6223,旺矽,2169000.0,4.97,12428370000.0,False,-878445000.0,0.0,-0.23
3017,奇鋐,4925000.0,4.71,11770750000.0,False,-98500000.0,0.0,0.08
6669,緯穎,2294000.0,4.49,11217660000.0,False,-458800000.0,0.0,-0.07
8046,南電,12658000.0,4.04,10101084000.0,False,88606000.0,0.0,0.13
3665,貿聯-KY,4703848.0,3.75,9360657520.0,False,-164634680.0,0.0,0.03
2327,國巨*,18313000.0,3.64,9101561000.0,False,-73252000.0,0.0,0.06
2368,金像電,7018000.0,3.61,9018130000.0,False,245630000.0,0.0,0.18
3037,欣興,10822000.0,3.54,8852396000.0,False,21644000.0,0.0,0.09
2303,聯電,66190000.0,2.99,7479470000.0,False,465380000.0,3000000.0,0.25
3711,日月光投控,14998000.0,2.83,7079056000.0,False,-569924000.0,0.0,-0.16
3653,健策,2267000.0,2.8,7005030000.0,False,-408060000.0,0.0,-0.09
5274,信驊,422000.0,2.69,6720350000.0,False,-1080100000.0,-61000.0,-0.36
6274,台燿,4151000.0,2.03,5084975000.0,False,-145285000.0,0.0,-0.01
6515,穎崴,442000.0,1.68,4194580000.0,False,-331500000.0,0.0,-0.09
2449,京元電子,12919000.0,1.49,3733591000.0,False,-77514000.0,0.0,0.0
6510,精測,930000.0,1.29,3217800000.0,False,-241800000.0,0.0,-0.06
6805,富世達,1761000.0,1.25,3116970000.0,False,61635000.0,0.0,0.06
8210,勤誠,1967000.0,1.04,2606275000.0,False,-108185000.0,0.0,-0.02
3264,欣銓,7772000.0,0.67,1667094000.0,False,-409806000.0,-1258000.0,-0.14
2404,漢唐,1394000.0,0.57,1435820000.0,False,34850000.0,0.0,0.02
6187,萬潤,1224000.0,0.55,1364760000.0,False,-24480000.0,0.0,0.01
5439,高技,3528000.0,0.54,1337112000.0,False,-7056000.0,0.0,0.02
3008,大立光,329000.0,0.44,1107085000.0,False,24675000.0,0.0,0.02
8996,高力,1034000.0,0.43,1075360000.0,False,-5170000.0,0.0,0.01
2357,華碩,1622000.0,0.42,1041324000.0,False,-40081000.0,-81000.0,0.0
2313,華通,4124000.0,0.42,1055744000.0,False,-12372000.0,0.0,0.0
8150,南茂,11334000.0,0.35,879518400.0,False,-53269800.0,0.0,-0.01
8358,金居,1980000.0,0.34,849420000.0,False,1980000.0,0.0,0.01
6278,台表科,3734000.0,0.32,804677000.0,False,20537000.0,0.0,0.01
1590,亞德客-KY,530000.0,0.3,757900000.0,False,-10600000.0,0.0,0.0
4966,譜瑞-KY,1036000.0,0.3,754208000.0,False,-30044000.0,0.0,-0.01
3533,嘉澤,260000.0,0.24,604500000.0,True,604500000.0,260000.0,0.24
6415,矽力*-KY,1038000.0,0.2,500316000.0,False,-33216000.0,0.0,-0.01
2481,強茂,3654000.0,0.2,493290000.0,False,21924000.0,0.0,0.02
3443,創意,96000.0,0.17,428640000.0,False,-78540000.0,-11000.0,-0.03
6191,精成科,3988000.0,0.15,370086400.0,False,9571200.0,0.0,0.01
3376,新日興,1741000.0,0.14,356034500.0,False,-1741000.0,0.0,0.0
3036,文曄,1200000.0,0.13,318000000.0,False,1800000.0,0.0,0.01
3217,優群,874000.0,0.07,165623000.0,False,3933000.0,0.0,0.01
2002,中鋼,5163000.0,0.04,93966600.0,False,0.0,0.0,0.0
1319,東陽,511000.0,0.02,40880000.0,False,0.0,0.0,0.0
3661,世芯-KY,1000.0,0.0,4430000.0,False,-160000.0,0.0,0.0
1815,富喬,107000.0,0.0,10914000.0,False,-160500.0,0.0,0.0
2439,美律,18000.0,0.0,1533600.0,False,0.0,0.0,0.0
6147,頎邦,1000.0,0.0,202500.0,False,-4500.0,0.0,0.0
2317,鴻海,1000.0,0.0,245000.0,False,-3500.0,0.0,0.0
5347,世界,1000.0,0.0,157500.0,False,-1500.0,0.0,0.0
