stock_id,stock_name,shares,weight,amount,is_new,amount_change,shares_change,weight_change
2330,台積電,9693000.0,8.92,21130740000.0,False,-339255000.0,0.0,-0.19
2383,台光電,4425000.0,8.29,19647000000.0,False,287625000.0,0.0,0.08
2345,智邦,6031000.0,5.62,13328510000.0,False,-512635000.0,0.0,-0.25
2308,台達電,6024000.0,5.5,13041960000.0,False,240960000.0,0.0,0.07
3665,貿聯-KY,4583848.0,5.38,12743097440.0,False,1229357200.0,206000.0,0.5
3653,健策,2267000.0,5.21,12343815000.0,False,1122165000.0,0.0,0.45
8046,南電,12637000.0,4.88,11575492000.0,False,-202192000.0,0.0,-0.12
2454,聯發科,4363000.0,4.74,11234725000.0,False,-174520000.0,0.0,-0.1
2368,金像電,8240000.0,4.73,11206400000.0,False,-247200000.0,0.0,-0.13
3017,奇鋐,3902000.0,4.67,11062170000.0,False,214610000.0,0.0,0.07
6223,旺矽,1886000.0,3.94,9326270000.0,False,122590000.0,0.0,0.04
6669,緯穎,1754000.0,3.59,8498130000.0,False,650130000.0,119000.0,0.26
3037,欣興,9287000.0,3.15,7457461000.0,False,-204314000.0,0.0,-0.1
5274,信驊,406000.0,2.84,6721330000.0,False,717895000.0,33000.0,0.29
2327,國巨*,16954000.0,2.3,5459188000.0,False,-76293000.0,0.0,-0.05
3711,日月光投控,9536000.0,1.97,4658336000.0,False,-66752000.0,0.0,-0.03
6805,富世達,2099000.0,1.83,4344930000.0,False,-31485000.0,0.0,-0.03
6515,穎崴,391000.0,1.68,3982335000.0,False,19550000.0,0.0,0.0
2449,京元電子,12719000.0,1.52,3605836500.0,False,0.0,0.0,-0.01
6510,精測,930000.0,1.42,3375900000.0,False,-69750000.0,0.0,-0.04
2303,聯電,40054000.0,1.26,2984023000.0,False,-24032400.0,0.0,-0.02
3661,世芯-KY,738000.0,1.25,2955690000.0,False,3690000.0,0.0,0.0
6274,台燿,3019000.0,1.24,2943525000.0,False,27171000.0,0.0,0.0
3189,景碩,5358000.0,1.15,2721864000.0,False,0.0,0.0,0.0
2317,鴻海,10727000.0,1.02,2413575000.0,False,-5363500.0,0.0,-0.01
8358,金居,5558000.0,0.87,2053681000.0,False,41685000.0,0.0,0.02
8210,勤誠,1117000.0,0.53,1251040000.0,False,-55850000.0,0.0,-0.02
6147,頎邦,7884000.0,0.53,1245672000.0,False,110376000.0,0.0,0.05
5439,高技,3130000.0,0.51,1209745000.0,False,-45385000.0,0.0,-0.02
3443,創意,271000.0,0.47,1116520000.0,False,-18970000.0,0.0,-0.01
2404,漢唐,1091000.0,0.44,1046269000.0,False,-10910000.0,0.0,-0.01
3264,欣銓,4897000.0,0.41,976951500.0,False,4897000.0,0.0,0.0
1590,亞德客-KY,500000.0,0.31,745000000.0,False,42500000.0,0.0,0.01
8996,高力,535000.0,0.26,609900000.0,False,-18725000.0,0.0,-0.01
7769,鴻勁,98000.0,0.22,511560000.0,False,11760000.0,0.0,0.01
2337,旺宏,2910000.0,0.21,485970000.0,False,21825000.0,0.0,0.01
6191,精成科,3986000.0,0.17,408565000.0,False,-23916000.0,0.0,-0.01
2481,強茂,3652000.0,0.16,368852000.0,False,6573600.0,0.0,0.01
3376,新日興,1681000.0,0.15,344605000.0,False,0.0,0.0,0.0
2313,華通,1343000.0,0.13,308890000.0,False,-12758500.0,0.0,-0.01
6415,矽力*-KY,660000.0,0.11,259380000.0,False,-13200000.0,0.0,-0.01
4966,譜瑞-KY,371000.0,0.09,210728000.0,False,-7420000.0,0.0,0.0
3217,優群,830000.0,0.06,139855000.0,False,-3320000.0,0.0,0.0
1303,南亞,1374000.0,0.05,125858400.0,False,2885400.0,0.0,0.0
2002,中鋼,5161000.0,0.04,98059000.0,False,1290250.0,0.0,0.0
1319,東陽,509000.0,0.02,38073200.0,False,-458100.0,0.0,0.0
2357,華碩,16000.0,0.0,9408000.0,False,0.0,0.0,0.0
1815,富喬,107000.0,0.0,11823500.0,False,-321000.0,0.0,-0.01
2439,美律,16000.0,0.0,1414400.0,False,9600.0,0.0,0.0
4979,華星光,1000.0,0.0,560000.0,False,-1000.0,0.0,0.0
5347,世界,62000.0,0.0,8928000.0,False,-124000.0,0.0,0.0
