stock_id,stock_name,shares,weight,amount,is_new,amount_change,shares_change,weight_change
2330,台積電,5518000.0,9.11,11036000000.0,False,0.0,0.0,0.0
2383,台光電,2861000.0,8.08,9784620000.0,False,0.0,0.0,0.0
2308,台達電,4379000.0,6.27,7597565000.0,False,0.0,0.0,0.0
2368,金像電,6607000.0,5.94,7201630000.0,False,0.0,0.0,0.0
3653,健策,1694000.0,5.77,6987750000.0,False,0.0,0.0,0.0
3017,奇鋐,3026000.0,5.66,6853890000.0,False,0.0,0.0,0.0
3665,貿聯-KY,3052848.0,5.54,6716265600.0,False,0.0,0.0,0.0
2345,智邦,3646000.0,5.52,6690410000.0,False,0.0,0.0,0.0
6223,旺矽,1414000.0,5.39,6532680000.0,False,0.0,0.0,0.0
3037,欣興,9147000.0,4.82,5835786000.0,False,0.0,0.0,0.0
8046,南電,8189000.0,4.51,5462063000.0,False,0.0,0.0,0.0
5274,信驊,318000.0,3.3,4000440000.0,False,0.0,0.0,0.0
2327,國巨*,11083000.0,2.61,3158655000.0,False,0.0,0.0,0.0
3711,日月光投控,6159000.0,2.0,2420487000.0,False,0.0,0.0,0.0
6274,台燿,2670000.0,1.78,2157360000.0,False,0.0,0.0,0.0
6515,穎崴,268000.0,1.75,2125240000.0,False,0.0,0.0,0.0
6805,富世達,1130000.0,1.74,2107450000.0,False,0.0,0.0,0.0
6510,精測,604000.0,1.74,2104940000.0,False,0.0,0.0,0.0
2449,京元電子,7512000.0,1.72,2084580000.0,False,0.0,0.0,0.0
1303,南亞,19743000.0,1.33,1611028800.0,False,0.0,0.0,0.0
3211,順達,4086000.0,1.26,1532250000.0,False,0.0,0.0,0.0
3189,景碩,2657000.0,0.84,1012317000.0,False,0.0,0.0,0.0
6139,亞翔,1559000.0,0.82,991524000.0,False,0.0,0.0,0.0
6147,頎邦,7692000.0,0.67,815352000.0,False,0.0,0.0,0.0
2454,聯發科,508000.0,0.66,800100000.0,False,0.0,0.0,0.0
8358,金居,2750000.0,0.62,752125000.0,False,0.0,0.0,0.0
5347,世界,5845000.0,0.62,754005000.0,False,0.0,0.0,0.0
3443,創意,267000.0,0.59,711555000.0,False,0.0,0.0,0.0
3661,世芯-KY,233000.0,0.58,704825000.0,False,0.0,0.0,0.0
2404,漢唐,764000.0,0.58,707464000.0,False,0.0,0.0,0.0
6488,環球晶,1330000.0,0.54,652365000.0,False,0.0,0.0,0.0
3264,欣銓,2870000.0,0.45,542430000.0,False,0.0,0.0,0.0
8996,高力,515000.0,0.44,535600000.0,False,0.0,0.0,0.0
4979,華星光,1037000.0,0.38,466131500.0,False,0.0,0.0,0.0
1326,台化,9001000.0,0.34,409095450.0,False,0.0,0.0,0.0
6187,萬潤,388000.0,0.31,377912000.0,False,0.0,0.0,0.0
3583,辛耘,526000.0,0.29,353998000.0,False,0.0,0.0,0.0
6191,精成科,3402000.0,0.28,337138200.0,False,0.0,0.0,0.0
3376,新日興,1428000.0,0.24,294882000.0,False,0.0,0.0,0.0
6669,緯穎,76000.0,0.23,275880000.0,False,0.0,0.0,0.0
2481,強茂,1636000.0,0.14,165236000.0,False,0.0,0.0,0.0
3324,雙鴻,160000.0,0.13,158400000.0,False,0.0,0.0,0.0
2002,中鋼,4929000.0,0.08,98826450.0,False,0.0,0.0,0.0
1319,東陽,982000.0,0.07,79051000.0,False,0.0,0.0,0.0
3217,優群,477000.0,0.06,74173500.0,False,0.0,0.0,0.0
3008,大立光,10000.0,0.02,23100000.0,False,0.0,0.0,0.0
8210,勤誠,34000.0,0.02,30260000.0,False,0.0,0.0,0.0
2357,華碩,8000.0,0.0,4624000.0,False,0.0,0.0,0.0
1815,富喬,5000.0,0.0,550000.0,False,0.0,0.0,0.0
2439,美律,8000.0,0.0,688000.0,False,0.0,0.0,0.0
3045,台灣大,8000.0,0.0,880000.0,False,0.0,0.0,0.0
2313,華通,7000.0,0.0,2002000.0,False,0.0,0.0,0.0
