stock_id,stock_name,shares,weight,amount,is_new,amount_change,shares_change,weight_change
2330,台積電,11657000.0,9.93,25995110000.0,False,524565000.0,0.0,-0.35
2383,台光電,4723000.0,8.46,22150870000.0,False,1393285000.0,0.0,0.08
2345,智邦,6231000.0,5.9,15452880000.0,False,778875000.0,0.0,-0.02
2454,聯發科,4263000.0,5.78,15133650000.0,False,1364160000.0,0.0,0.22
2308,台達電,6572000.0,5.09,13341160000.0,False,755780000.0,0.0,0.01
6669,緯穎,2344000.0,4.78,12528680000.0,False,1265140000.0,50000.0,0.23
3017,奇鋐,4925000.0,4.69,12287875000.0,False,763375000.0,0.0,0.04
6223,旺矽,2169000.0,4.68,12254850000.0,False,-65070000.0,0.0,-0.29
8046,南電,12658000.0,4.21,11037776000.0,False,544294000.0,0.0,-0.02
2327,國巨*,18313000.0,4.0,10475036000.0,False,952276000.0,0.0,0.16
3665,貿聯-KY,4703848.0,3.87,10136792440.0,False,893731120.0,0.0,0.14
3037,欣興,10822000.0,3.74,9793910000.0,False,887404000.0,0.0,0.15
2368,金像電,7018000.0,3.44,9018130000.0,False,350900000.0,0.0,-0.06
2303,聯電,66190000.0,2.93,7678040000.0,False,529520000.0,0.0,0.04
3711,日月光投控,14998000.0,2.92,7648980000.0,False,509932000.0,0.0,0.04
3653,健策,2267000.0,2.88,7549110000.0,False,680100000.0,0.0,0.11
5274,信驊,422000.0,2.65,6937680000.0,False,371360000.0,0.0,0.0
6274,台燿,4151000.0,2.1,5500075000.0,False,498120000.0,0.0,0.08
6515,穎崴,442000.0,1.6,4203420000.0,False,190060000.0,0.0,-0.02
2449,京元電子,12919000.0,1.41,3694834000.0,False,109811500.0,0.0,-0.04
6805,富世達,1761000.0,1.22,3187410000.0,False,158490000.0,0.0,0.0
6510,精測,930000.0,1.19,3115500000.0,False,-32550000.0,0.0,-0.08
8210,勤誠,1967000.0,1.0,2625945000.0,False,98350000.0,0.0,-0.02
3533,嘉澤,772000.0,0.74,1949300000.0,False,476660000.0,148000.0,0.15
2404,漢唐,1394000.0,0.59,1533400000.0,False,104550000.0,0.0,0.01
3264,欣銓,6217000.0,0.52,1361523000.0,False,77712500.0,0.0,0.0
6187,萬潤,1224000.0,0.51,1334160000.0,False,6120000.0,0.0,-0.03
5439,高技,3528000.0,0.51,1328292000.0,False,42336000.0,0.0,-0.01
3008,大立光,329000.0,0.43,1138340000.0,False,85540000.0,0.0,0.01
8996,高力,1034000.0,0.42,1101210000.0,False,73414000.0,0.0,0.01
2313,華通,4124000.0,0.41,1063992000.0,False,12372000.0,0.0,-0.01
8358,金居,1980000.0,0.38,986040000.0,False,75240000.0,0.0,0.01
8150,南茂,11334000.0,0.33,860250600.0,False,17001000.0,0.0,-0.01
6278,台表科,3734000.0,0.32,832682000.0,False,74680000.0,0.0,0.01
4966,譜瑞-KY,1036000.0,0.31,817404000.0,False,33152000.0,0.0,-0.01
1590,亞德客-KY,530000.0,0.29,752600000.0,False,7950000.0,0.0,-0.01
6147,頎邦,3201000.0,0.27,712222500.0,False,22407000.0,0.0,-0.01
6415,矽力*-KY,1038000.0,0.22,578166000.0,False,51900000.0,0.0,0.01
3443,創意,96000.0,0.19,486240000.0,False,44160000.0,0.0,0.01
6191,精成科,3988000.0,0.15,380854000.0,False,5184400.0,0.0,0.0
3376,新日興,1741000.0,0.14,364739500.0,False,12187000.0,0.0,0.0
3036,文曄,1200000.0,0.13,349800000.0,False,15000000.0,0.0,-0.01
2481,強茂,2056000.0,0.1,272420000.0,False,-1028000.0,0.0,-0.01
2357,華碩,273000.0,0.07,179088000.0,False,-858992000.0,-1349000.0,-0.35
3217,優群,874000.0,0.07,173926000.0,False,9177000.0,0.0,0.0
6271,同欣電,686000.0,0.05,141316000.0,True,141316000.0,686000.0,0.05
2002,中鋼,5163000.0,0.04,93966600.0,False,516300.0,0.0,0.0
1319,東陽,511000.0,0.02,40931100.0,False,-255500.0,0.0,0.0
3661,世芯-KY,1000.0,0.0,4905000.0,False,305000.0,0.0,0.0
1815,富喬,107000.0,0.0,10860500.0,False,214000.0,0.0,0.0
2439,美律,18000.0,0.0,1544400.0,False,9000.0,0.0,0.0
2317,鴻海,1000.0,0.0,247500.0,False,7500.0,0.0,0.0
5347,世界,1000.0,0.0,163500.0,False,4500.0,0.0,0.0
