stock_id,stock_name,shares,weight,amount,is_new,amount_change,shares_change,weight_change
2330,台積電,5428000.0,9.49,9824680000.0,False,-244260000.0,0.0,0.01
2383,台光電,2807000.0,7.55,7817495000.0,False,-210525000.0,0.0,-0.01
3017,奇鋐,3026000.0,6.05,6263820000.0,False,-121040000.0,0.0,0.04
2308,台達電,4379000.0,6.05,6261970000.0,False,-197055000.0,0.0,-0.03
2368,金像電,6607000.0,5.78,5979335000.0,False,-270887000.0,0.0,-0.1
3653,健策,1595000.0,5.72,5917450000.0,False,-382800000.0,0.0,-0.21
3665,貿聯-KY,3052848.0,5.65,5846203920.0,False,15264240.0,0.0,0.16
2345,智邦,3646000.0,5.6,5797140000.0,False,-255220000.0,0.0,-0.1
6223,旺矽,1414000.0,5.14,5323710000.0,False,-261590000.0,0.0,-0.12
8046,南電,6895000.0,3.78,3916360000.0,False,296142000.0,588000.0,0.37
3037,欣興,7410000.0,3.71,3845790000.0,False,226005000.0,0.0,0.3
5274,信驊,318000.0,3.59,3717420000.0,False,119250000.0,0.0,0.2
2327,國巨*,11083000.0,2.63,2726418000.0,False,-60956500.0,0.0,0.01
3711,日月光投控,6159000.0,2.15,2223399000.0,False,0.0,0.0,0.06
6805,富世達,1130000.0,2.06,2130050000.0,False,147300000.0,100000.0,0.19
2449,京元電子,7512000.0,1.88,1945608000.0,False,-161508000.0,0.0,-0.1
6510,精測,604000.0,1.85,1911660000.0,False,-114760000.0,0.0,-0.06
6515,穎崴,268000.0,1.71,1770140000.0,False,-183580000.0,0.0,-0.13
1303,南亞,19743000.0,1.47,1522185300.0,False,-31588800.0,0.0,0.01
3211,順達,4086000.0,1.31,1356552000.0,False,-83763000.0,0.0,-0.05
6274,台燿,1773000.0,1.06,1101033000.0,False,-3546000.0,0.0,0.02
3189,景碩,2657000.0,0.86,892752000.0,False,10628000.0,0.0,0.03
6139,亞翔,1559000.0,0.78,812239000.0,False,-6236000.0,0.0,0.01
3661,世芯-KY,275000.0,0.72,743875000.0,False,-6875000.0,0.0,0.01
2454,聯發科,508000.0,0.72,744220000.0,False,0.0,0.0,0.02
5347,世界,5845000.0,0.62,642950000.0,False,-46760000.0,0.0,-0.03
3443,創意,267000.0,0.6,619440000.0,False,-9345000.0,0.0,0.01
6488,環球晶,1330000.0,0.53,544635000.0,False,-66518000.0,-148000.0,-0.05
2404,漢唐,595000.0,0.48,493255000.0,False,-2975000.0,0.0,0.01
3264,欣銓,2870000.0,0.45,462070000.0,False,-14350000.0,0.0,0.0
8996,高力,515000.0,0.43,445990000.0,False,-21630000.0,0.0,-0.01
8358,金居,1955000.0,0.43,449650000.0,False,-25415000.0,0.0,-0.02
1326,台化,9001000.0,0.39,404594950.0,False,-3150350.0,0.0,0.01
8210,勤誠,480000.0,0.39,403680000.0,False,-711080000.0,-760000.0,-0.66
4979,華星光,1037000.0,0.38,398208000.0,False,8814500.0,0.0,0.01
6187,萬潤,388000.0,0.34,347260000.0,False,1552000.0,0.0,0.01
6191,精成科,3402000.0,0.29,300396600.0,False,-8505000.0,0.0,0.0
3376,新日興,1428000.0,0.26,267750000.0,False,-12138000.0,0.0,0.0
6669,緯穎,76000.0,0.25,259160000.0,False,-760000.0,0.0,0.01
2481,強茂,1636000.0,0.15,155583600.0,True,155583600.0,1636000.0,0.15
3324,雙鴻,160000.0,0.14,145600000.0,False,-1600000.0,0.0,0.0
1319,東陽,1504000.0,0.12,120470400.0,False,-2857600.0,0.0,0.0
2002,中鋼,4929000.0,0.09,96115500.0,False,0.0,0.0,0.0
3217,優群,477000.0,0.07,71788500.0,False,-1431000.0,0.0,0.0
3008,大立光,10000.0,0.02,21400000.0,False,-500000.0,0.0,0.0
2357,華碩,8000.0,0.0,4440000.0,False,-96000.0,0.0,0.0
1815,富喬,5000.0,0.0,483000.0,False,-10500.0,0.0,0.0
2439,美律,8000.0,0.0,670400.0,False,-12000.0,0.0,0.0
3045,台灣大,8000.0,0.0,876000.0,False,0.0,0.0,0.0
2313,華通,7000.0,0.0,1820000.0,False,-42000.0,0.0,0.0
3583,辛耘,8000.0,0.0,3688000.0,False,-32000.0,0.0,0.0
