stock_id,stock_name,shares,weight,amount,is_new,amount_change,shares_change,weight_change
2330,台積電,11657000.0,10.2,26111680000.0,False,-291425000.0,0.0,-0.06
2383,台光電,4723000.0,8.38,21466035000.0,False,-330610000.0,0.0,-0.09
2345,智邦,6231000.0,6.07,15546345000.0,False,-62310000.0,0.0,0.0
2454,聯發科,4263000.0,5.66,14494200000.0,False,596820000.0,0.0,0.26
6223,旺矽,2169000.0,5.2,13306815000.0,False,520560000.0,0.0,0.23
2308,台達電,6572000.0,5.18,13275440000.0,False,-361460000.0,0.0,-0.12
3017,奇鋐,4925000.0,4.63,11869250000.0,False,-221625000.0,0.0,-0.07
6669,緯穎,2294000.0,4.56,11676460000.0,False,-57350000.0,0.0,0.0
8046,南電,12658000.0,3.91,10012478000.0,False,63290000.0,0.0,0.04
3665,貿聯-KY,4703848.0,3.72,9525292200.0,False,-329269360.0,0.0,-0.11
2327,國巨*,18313000.0,3.58,9174813000.0,False,833241500.0,0.0,0.34
3037,欣興,10822000.0,3.45,8830752000.0,False,-54110000.0,0.0,0.0
2368,金像電,7018000.0,3.43,8772500000.0,False,-280720000.0,0.0,-0.09
5274,信驊,483000.0,3.05,7800450000.0,False,-504735000.0,0.0,-0.18
3711,日月光投控,14998000.0,2.99,7648980000.0,False,-554926000.0,0.0,-0.2
3653,健策,2267000.0,2.89,7413090000.0,False,-442065000.0,0.0,-0.16
2303,聯電,63190000.0,2.74,7014090000.0,False,835720000.0,7023000.0,0.34
6274,台燿,4151000.0,2.04,5230260000.0,False,-186795000.0,0.0,-0.07
6515,穎崴,442000.0,1.77,4526080000.0,False,203320000.0,0.0,0.09
2449,京元電子,12919000.0,1.49,3811105000.0,False,-58135500.0,0.0,-0.01
6510,精測,930000.0,1.35,3459600000.0,False,-13950000.0,0.0,0.0
6805,富世達,1761000.0,1.19,3055335000.0,False,0.0,0.0,0.0
8210,勤誠,1967000.0,1.06,2714460000.0,False,-59010000.0,0.0,-0.02
3264,欣銓,9030000.0,0.81,2076900000.0,False,36120000.0,0.0,0.02
2404,漢唐,1394000.0,0.55,1400970000.0,False,6970000.0,0.0,0.01
6187,萬潤,1224000.0,0.54,1389240000.0,False,12240000.0,0.0,0.0
5439,高技,3528000.0,0.52,1344168000.0,False,-35280000.0,0.0,-0.02
2357,華碩,1703000.0,0.42,1081405000.0,False,-10218000.0,0.0,0.0
8996,高力,1034000.0,0.42,1080530000.0,False,5170000.0,0.0,0.0
3008,大立光,329000.0,0.42,1082410000.0,False,-50995000.0,0.0,-0.02
2313,華通,4124000.0,0.42,1068116000.0,False,96914000.0,0.0,0.04
8150,南茂,11334000.0,0.36,932788200.0,False,15867600.0,0.0,0.0
8358,金居,1980000.0,0.33,847440000.0,False,76230000.0,0.0,0.03
6278,台表科,3734000.0,0.31,784140000.0,False,232890000.0,1234000.0,0.1
4966,譜瑞-KY,1036000.0,0.31,784252000.0,False,-44548000.0,0.0,-0.01
1590,亞德客-KY,530000.0,0.3,768500000.0,False,-7950000.0,0.0,0.0
6415,矽力*-KY,1038000.0,0.21,533532000.0,False,93612000.0,98000.0,0.04
3443,創意,107000.0,0.2,507180000.0,False,-11235000.0,0.0,0.0
2481,強茂,3654000.0,0.18,471366000.0,False,42021000.0,0.0,0.01
6191,精成科,3988000.0,0.14,360515200.0,False,-1595200.0,0.0,0.0
3376,新日興,1741000.0,0.14,357775500.0,False,22633000.0,0.0,0.01
3036,文曄,1200000.0,0.12,316200000.0,False,-7800000.0,0.0,-0.01
3217,優群,874000.0,0.06,161690000.0,False,874000.0,0.0,0.0
2002,中鋼,5163000.0,0.04,93966600.0,False,258150.0,0.0,0.0
1319,東陽,511000.0,0.02,40880000.0,False,715400.0,0.0,0.0
3661,世芯-KY,1000.0,0.0,4590000.0,False,-15000.0,0.0,0.0
1815,富喬,107000.0,0.0,11074500.0,False,107000.0,0.0,0.0
2439,美律,18000.0,0.0,1533600.0,False,27000.0,0.0,0.0
6147,頎邦,1000.0,0.0,207000.0,False,2000.0,0.0,0.0
2317,鴻海,1000.0,0.0,248500.0,False,0.0,0.0,0.0
5347,世界,1000.0,0.0,159000.0,False,-17500.0,0.0,0.0
