stock_id,stock_name,shares,weight,amount,is_new,amount_change,shares_change,weight_change
2330,台積電,11657000.0,9.63,26286535000.0,False,899170000.0,298000.0,0.4
2383,台光電,4605000.0,8.27,22564500000.0,False,230250000.0,0.0,0.15
2454,聯發科,4463000.0,6.05,16513100000.0,False,-803340000.0,0.0,-0.24
2345,智邦,6231000.0,5.76,15733275000.0,False,-405015000.0,0.0,-0.11
2308,台達電,6572000.0,5.29,14425540000.0,False,-328600000.0,0.0,-0.07
6669,緯穎,2294000.0,4.87,13282260000.0,False,2351280000.0,247000.0,0.9
3665,貿聯-KY,4703848.0,4.78,13053178200.0,False,-611500240.0,0.0,-0.19
2368,金像電,8260000.0,4.21,11481400000.0,False,-82600000.0,0.0,0.01
6223,旺矽,2084000.0,4.18,11420320000.0,False,1031580000.0,0.0,0.4
8046,南電,12658000.0,4.17,11392200000.0,False,-101264000.0,0.0,-0.01
3017,奇鋐,4468000.0,4.13,11259360000.0,False,142555000.0,117000.0,0.09
3037,欣興,10822000.0,3.47,9469250000.0,False,526043000.0,435000.0,0.22
3653,健策,2267000.0,3.26,8886640000.0,False,-215365000.0,0.0,-0.05
5274,信驊,483000.0,3.19,8696415000.0,False,86940000.0,0.0,0.06
3711,日月光投控,14998000.0,3.05,8323890000.0,False,895569000.0,1165000.0,0.35
2327,國巨*,17221000.0,2.65,7224209500.0,False,482188000.0,0.0,0.2
6274,台燿,4151000.0,2.21,6018950000.0,False,-20755000.0,0.0,0.01
2303,聯電,46374000.0,1.78,4846083000.0,False,440553000.0,0.0,0.18
6515,穎崴,442000.0,1.61,4397900000.0,False,-61880000.0,0.0,-0.01
3443,創意,764000.0,1.56,4255480000.0,False,-122240000.0,0.0,-0.03
2449,京元電子,12919000.0,1.42,3888619000.0,False,19378500.0,0.0,0.01
6510,精測,930000.0,1.32,3589800000.0,False,65100000.0,0.0,0.04
6805,富世達,1761000.0,1.19,3257850000.0,False,-255345000.0,0.0,-0.09
8210,勤誠,1967000.0,1.12,3048850000.0,False,-9835000.0,0.0,0.01
3264,欣銓,9030000.0,0.76,2063355000.0,False,27090000.0,0.0,0.02
3661,世芯-KY,296000.0,0.58,1571760000.0,False,-19240000.0,0.0,0.0
6187,萬潤,1224000.0,0.55,1493280000.0,False,134640000.0,0.0,0.06
2404,漢唐,1394000.0,0.51,1384242000.0,False,-44608000.0,0.0,-0.01
2357,華碩,1996000.0,0.49,1343308000.0,False,-25948000.0,0.0,-0.01
5439,高技,3228000.0,0.45,1229868000.0,False,-32280000.0,0.0,-0.01
8996,高力,1034000.0,0.4,1090870000.0,False,0.0,0.0,0.0
2313,華通,4124000.0,0.39,1072240000.0,False,437232000.0,1500000.0,0.16
8150,南茂,11334000.0,0.36,986058000.0,False,-45336000.0,0.0,-0.01
8358,金居,1980000.0,0.35,944460000.0,False,29700000.0,0.0,0.02
2317,鴻海,3612000.0,0.33,903000000.0,False,-2669604000.0,-10565000.0,-0.97
1590,亞德客-KY,530000.0,0.3,813550000.0,False,-7950000.0,0.0,0.0
4966,譜瑞-KY,1036000.0,0.29,788396000.0,False,26936000.0,0.0,0.01
3008,大立光,159000.0,0.16,444405000.0,True,444405000.0,159000.0,0.16
6415,矽力*-KY,940000.0,0.16,447910000.0,False,7990000.0,0.0,0.0
2481,強茂,3654000.0,0.15,422037000.0,False,23751000.0,0.0,0.01
6191,精成科,3988000.0,0.14,374074400.0,False,-3988000.0,0.0,0.0
3376,新日興,1741000.0,0.13,355164000.0,False,-4352500.0,0.0,0.0
3036,文曄,1200000.0,0.12,330600000.0,False,13200000.0,0.0,0.0
3217,優群,874000.0,0.06,159505000.0,False,3933000.0,0.0,0.0
2002,中鋼,5163000.0,0.03,95515500.0,False,-516300.0,0.0,0.0
1319,東陽,511000.0,0.01,40880000.0,False,-408800.0,0.0,-0.01
1815,富喬,107000.0,0.0,11556000.0,False,-267500.0,0.0,0.0
2439,美律,18000.0,0.0,1540800.0,False,-14400.0,0.0,0.0
2337,旺宏,8000.0,0.0,1224000.0,False,-52000.0,0.0,0.0
6147,頎邦,1000.0,0.0,196000.0,False,-500.0,0.0,0.0
5347,世界,1000.0,0.0,170000.0,False,-4500.0,0.0,0.0
